word,count,Rank,in Top,letter score,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
teams,34383288,384,2000,13689.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,1167.000,0,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
steam,11141309,784,2000,13689.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,1167.000,0,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
meals,11515834,768,2000,13685.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,1167.000,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
males,8708016,925,2000,13685.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,1167.000,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
tapes,9719559,857,2000,13679.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,1157.000,0,0,3528.000,2011.000,0,0,0,0,0,0
paste,8913055,910,2000,13679.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,1157.000,0,0,3528.000,2011.000,0,0,0,0,0,0
later,84857974,183,2000,13564.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
alert,32472727,404,2000,13564.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
alter,7831337,978,2000,13564.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
means,105946662,148,2000,13552.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,1167.000,1874.000,0,0,0,0,3528.000,0,0,0,0,0,0,0
names,71918906,212,2000,13552.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,1167.000,1874.000,0,0,0,0,3528.000,0,0,0,0,0,0,0
saver,10258158,824,2000,13508.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,3528.000,0,0,434.000,0,0,0,0
score,69315004,217,2000,13501.00000,0,0,1332.000,0,3624.000,0,0,0,0,0,0,0,0,0,2454.000,0,0,2563.000,3528.000,0,0,0,0,0,0,0
beast,14787561,649,2000,13497.00000,3359.000,975.000,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
notes,79958318,197,2000,13491.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,0,1874.000,2454.000,0,0,0,3528.000,2011.000,0,0,0,0,0,0
stone,42494931,320,2000,13491.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,0,1874.000,2454.000,0,0,0,3528.000,2011.000,0,0,0,0,0,0
tones,13373535,706,2000,13491.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,0,1874.000,2454.000,0,0,0,3528.000,2011.000,0,0,0,0,0,0
stage,52518330,274,2000,13447.00000,3359.000,0,0,0,3624.000,0,925.000,0,0,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
gates,10734618,804,2000,13447.00000,3359.000,0,0,0,3624.000,0,925.000,0,0,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
learn,179428286,80,2000,13427.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,1874.000,0,0,0,2563.000,0,0,0,0,0,0,0,0
beans,7607524,994,2000,13360.00000,3359.000,975.000,0,0,3624.000,0,0,0,0,0,0,0,0,1874.000,0,0,0,0,3528.000,0,0,0,0,0,0,0
trans,14243681,664,2000,13335.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,0,1874.000,0,0,0,2563.000,3528.000,2011.000,0,0,0,0,0,0
takes,57784233,253,2000,13335.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,813.000,0,0,0,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
lakes,14947463,640,2000,13331.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,813.000,2007.000,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
roads,15093621,633,2000,13319.00000,3359.000,0,0,1415.000,0,0,0,0,0,0,0,0,0,0,2454.000,0,0,2563.000,3528.000,0,0,0,0,0,0,0
alone,39326417,334,2000,13318.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,1874.000,2454.000,0,0,0,0,0,0,0,0,0,0,0
lines,76806341,205,2000,13301.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,2007.000,0,1874.000,0,0,0,0,3528.000,0,0,0,0,0,0,0
horse,58453720,249,2000,13274.00000,0,0,0,0,3624.000,0,0,1105.000,0,0,0,0,0,0,2454.000,0,0,2563.000,3528.000,0,0,0,0,0,0,0
shore,12568485,733,2000,13274.00000,0,0,0,0,3624.000,0,0,1105.000,0,0,0,0,0,0,2454.000,0,0,2563.000,3528.000,0,0,0,0,0,0,0
oscar,8285553,947,2000,13236.00000,3359.000,0,1332.000,0,0,0,0,0,0,0,0,0,0,0,2454.000,0,0,2563.000,3528.000,0,0,0,0,0,0,0
cause,65904680,224,2000,13227.00000,3359.000,0,1332.000,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,0,1384.000,0,0,0,0,0
sauce,10968629,797,2000,13227.00000,3359.000,0,1332.000,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,0,1384.000,0,0,0,0,0
loans,80821333,194,2000,13222.00000,3359.000,0,0,0,0,0,0,0,0,0,0,2007.000,0,1874.000,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
salon,10079006,831,2000,13222.00000,3359.000,0,0,0,0,0,0,0,0,0,0,2007.000,0,1874.000,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
snake,7606395,995,2000,13198.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,813.000,0,0,1874.000,0,0,0,0,3528.000,0,0,0,0,0,0,0
opera,18225169,562,2000,13157.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,2454.000,1157.000,0,2563.000,0,0,0,0,0,0,0,0
alien,10490554,814,2000,13132.00000,3359.000,0,0,0,3624.000,0,0,0,2268.000,0,0,2007.000,0,1874.000,0,0,0,0,0,0,0,0,0,0,0,0
rules,97658641,159,2000,13106.00000,0,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,2563.000,3528.000,0,1384.000,0,0,0,0,0
waste,41089558,325,2000,13080.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,0,558.000,0,0,0
wales,29821525,427,2000,13076.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,0,3528.000,0,0,0,558.000,0,0,0
areas,121986327,131,2000,13074.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,3528.000,0,0,0,0,0,0,0
saint,38929141,336,2000,13040.00000,3359.000,0,0,0,0,0,0,0,2268.000,0,0,0,0,1874.000,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
heads,18400524,557,2000,13031.00000,3359.000,0,0,1415.000,3624.000,0,0,1105.000,0,0,0,0,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
space,121505269,132,2000,13000.00000,3359.000,0,1332.000,0,3624.000,0,0,0,0,0,0,0,0,0,0,1157.000,0,0,3528.000,0,0,0,0,0,0,0
nurse,16772151,592,2000,12973.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,0,1874.000,0,0,0,2563.000,3528.000,0,1384.000,0,0,0,0,0
trade,110086585,143,2000,12972.00000,3359.000,0,0,1415.000,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
rated,59102029,247,2000,12972.00000,3359.000,0,0,1415.000,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
slave,10692715,805,2000,12952.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,0,3528.000,0,0,434.000,0,0,0,0
chase,10971945,796,2000,12948.00000,3359.000,0,1332.000,0,3624.000,0,0,1105.000,0,0,0,0,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
close,107853068,145,2000,12945.00000,0,0,1332.000,0,3624.000,0,0,0,0,0,0,2007.000,0,0,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
based,252405204,37,2000,12901.00000,3359.000,975.000,0,1415.000,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
beads,10825324,798,2000,12901.00000,3359.000,975.000,0,1415.000,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
nodes,11208722,780,2000,12895.00000,0,0,0,1415.000,3624.000,0,0,0,0,0,0,0,0,1874.000,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
terms,277705910,30,2000,12893.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,1167.000,0,0,0,0,2563.000,3528.000,2011.000,0,0,0,0,0,0
trace,11697252,760,2000,12889.00000,3359.000,0,1332.000,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
clear,88447610,175,2000,12885.00000,3359.000,0,1332.000,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,2563.000,0,0,0,0,0,0,0,0
paris,48831449,290,2000,12875.00000,3359.000,0,0,0,0,0,0,0,2268.000,0,0,0,0,0,0,1157.000,0,2563.000,3528.000,0,0,0,0,0,0,0
pairs,9432115,875,2000,12875.00000,3359.000,0,0,0,0,0,0,0,2268.000,0,0,0,0,0,0,1157.000,0,2563.000,3528.000,0,0,0,0,0,0,0
abuse,36269685,366,2000,12870.00000,3359.000,975.000,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,0,1384.000,0,0,0,0,0
slide,22339084,498,2000,12842.00000,0,0,0,1415.000,3624.000,0,0,0,2268.000,0,0,2007.000,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
usage,25440406,466,2000,12820.00000,3359.000,0,0,0,3624.000,0,925.000,0,0,0,0,0,0,0,0,0,0,0,3528.000,0,1384.000,0,0,0,0,0
suite,44829675,308,2000,12815.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,0,0,0,0,0,0,0,3528.000,2011.000,1384.000,0,0,0,0,0
phase,40722940,327,2000,12773.00000,3359.000,0,0,0,3624.000,0,0,1105.000,0,0,0,0,0,0,0,1157.000,0,0,3528.000,0,0,0,0,0,0,0
shape,25675227,464,2000,12773.00000,3359.000,0,0,0,3624.000,0,0,1105.000,0,0,0,0,0,0,0,1157.000,0,0,3528.000,0,0,0,0,0,0,0
loads,9175948,893,2000,12763.00000,3359.000,0,0,1415.000,0,0,0,0,0,0,0,2007.000,0,0,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
asked,75532722,207,2000,12739.00000,3359.000,0,0,1415.000,3624.000,0,0,0,0,0,813.000,0,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
autos,9798008,848,2000,12736.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,0,0,2454.000,0,0,0,3528.000,2011.000,1384.000,0,0,0,0,0
worse,15677739,620,2000,12727.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,2454.000,0,0,2563.000,3528.000,0,0,0,558.000,0,0,0
those,270014141,33,2000,12722.00000,0,0,0,0,3624.000,0,0,1105.000,0,0,0,0,0,0,2454.000,0,0,0,3528.000,2011.000,0,0,0,0,0,0
holes,11529280,766,2000,12718.00000,0,0,0,0,3624.000,0,0,1105.000,0,0,0,2007.000,0,0,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
pearl,18707334,555,2000,12710.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,1157.000,0,2563.000,0,0,0,0,0,0,0,0
early,100013194,155,2000,12705.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,2563.000,0,0,0,0,0,0,1152.000,0
layer,26912270,451,2000,12705.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,2563.000,0,0,0,0,0,0,1152.000,0
relay,9275052,885,2000,12705.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,2563.000,0,0,0,0,0,0,1152.000,0
texas,129399241,114,2000,12687.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,0,0,165.000,0,0
taxes,33674672,390,2000,12687.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,0,0,165.000,0,0
coast,47716394,294,2000,12684.00000,3359.000,0,1332.000,0,0,0,0,0,0,0,0,0,0,0,2454.000,0,0,0,3528.000,2011.000,0,0,0,0,0,0
costa,23702154,483,2000,12684.00000,3359.000,0,1332.000,0,0,0,0,0,0,0,0,0,0,0,2454.000,0,0,0,3528.000,2011.000,0,0,0,0,0,0
ideal,26036289,457,2000,12673.00000,3359.000,0,0,1415.000,3624.000,0,0,0,2268.000,0,0,2007.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heart,90249265,173,2000,12662.00000,3359.000,0,0,0,3624.000,0,0,1105.000,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
earth,61059905,241,2000,12662.00000,3359.000,0,0,0,3624.000,0,0,1105.000,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
ratio,26457942,454,2000,12655.00000,3359.000,0,0,0,0,0,0,0,2268.000,0,0,0,0,0,2454.000,0,0,2563.000,0,2011.000,0,0,0,0,0,0
ocean,31928741,409,2000,12643.00000,3359.000,0,1332.000,0,3624.000,0,0,0,0,0,0,0,0,1874.000,2454.000,0,0,0,0,0,0,0,0,0,0,0
opens,14070477,673,2000,12637.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,0,1874.000,2454.000,1157.000,0,0,3528.000,0,0,0,0,0,0,0
smart,36636558,362,2000,12628.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,1167.000,0,0,0,0,2563.000,3528.000,2011.000,0,0,0,0,0,0
since,214302926,59,2000,12626.00000,0,0,1332.000,0,3624.000,0,0,0,2268.000,0,0,0,0,1874.000,0,0,0,0,3528.000,0,0,0,0,0,0,0
parts,100637505,154,2000,12618.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157.000,0,2563.000,3528.000,2011.000,0,0,0,0,0,0
strap,11414669,770,2000,12618.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157.000,0,2563.000,3528.000,2011.000,0,0,0,0,0,0
games,305930896,25,2000,12603.00000,3359.000,0,0,0,3624.000,0,925.000,0,0,0,0,0,1167.000,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
items,330505325,22,2000,12598.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,0,1167.000,0,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
times,202950880,64,2000,12598.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,0,1167.000,0,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
miles,100012522,156,2000,12594.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,2007.000,1167.000,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
smile,13893537,683,2000,12594.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,2007.000,1167.000,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
pages,234001114,45,2000,12593.00000,3359.000,0,0,0,3624.000,0,925.000,0,0,0,0,0,0,0,0,1157.000,0,0,3528.000,0,0,0,0,0,0,0
jeans,11896655,753,2000,12528.00000,3359.000,0,0,0,3624.000,0,0,0,0,143.000,0,0,0,1874.000,0,0,0,0,3528.000,0,0,0,0,0,0,0
toner,10508427,812,2000,12526.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,0,1874.000,2454.000,0,0,2563.000,0,2011.000,0,0,0,0,0,0
state,453104133,11,2000,12522.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
asset,18178753,563,2000,12522.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
taste,17311343,575,2000,12522.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
seats,17070818,583,2000,12522.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
sales,173244220,84,2000,12518.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
lease,17180592,580,2000,12518.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
makes,87829598,176,2000,12491.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,813.000,0,1167.000,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
great,301487430,27,2000,12482.00000,3359.000,0,0,0,3624.000,0,925.000,0,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
speak,31324712,417,2000,12481.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,813.000,0,0,0,0,1157.000,0,0,3528.000,0,0,0,0,0,0,0
large,165863763,85,2000,12478.00000,3359.000,0,0,0,3624.000,0,925.000,0,0,0,0,2007.000,0,0,0,0,0,2563.000,0,0,0,0,0,0,0,0
bones,7717501,989,2000,12455.00000,0,975.000,0,0,3624.000,0,0,0,0,0,0,0,0,1874.000,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
penis,18478169,556,2000,12451.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,0,0,1874.000,0,1157.000,0,0,3528.000,0,0,0,0,0,0,0
faces,15050854,634,2000,12445.00000,3359.000,0,1332.000,0,3624.000,602.000,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
email,443949646,12,2000,12425.00000,3359.000,0,0,0,3624.000,0,0,0,2268.000,0,0,2007.000,1167.000,0,0,0,0,0,0,0,0,0,0,0,0,0
delta,28051872,442,2000,12416.00000,3359.000,0,0,1415.000,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,0,0,2011.000,0,0,0,0,0,0
mason,9461838,872,2000,12382.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,1167.000,1874.000,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
cents,10301064,821,2000,12369.00000,0,0,1332.000,0,3624.000,0,0,0,0,0,0,0,0,1874.000,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
saved,19635976,540,2000,12360.00000,3359.000,0,0,1415.000,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,0,0,434.000,0,0,0,0
codes,34503537,382,2000,12353.00000,0,0,1332.000,1415.000,3624.000,0,0,0,0,0,0,0,0,0,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
range,128314924,117,2000,12345.00000,3359.000,0,0,0,3624.000,0,925.000,0,0,0,0,0,0,1874.000,0,0,0,2563.000,0,0,0,0,0,0,0,0
anger,7991036,971,2000,12345.00000,3359.000,0,0,0,3624.000,0,925.000,0,0,0,0,0,0,1874.000,0,0,0,2563.000,0,0,0,0,0,0,0,0
inter,15269346,630,2000,12340.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,0,0,1874.000,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
boats,15600762,621,2000,12327.00000,3359.000,975.000,0,0,0,0,0,0,0,0,0,0,0,0,2454.000,0,0,0,3528.000,2011.000,0,0,0,0,0,0
style,101024266,152,2000,12322.00000,0,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,0,3528.000,2011.000,0,0,0,0,1152.000,0
cedar,9484993,870,2000,12293.00000,3359.000,0,1332.000,1415.000,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,0,0,0,0,0,0,0,0
anime,31334688,416,2000,12292.00000,3359.000,0,0,0,3624.000,0,0,0,2268.000,0,0,0,1167.000,1874.000,0,0,0,0,0,0,0,0,0,0,0,0
goals,36766773,358,2000,12273.00000,3359.000,0,0,0,0,0,925.000,0,0,0,0,2007.000,0,0,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
super,66703287,223,2000,12256.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,1157.000,0,2563.000,3528.000,0,1384.000,0,0,0,0,0
likes,9727733,856,2000,12240.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,813.000,2007.000,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
trial,56547673,259,2000,12208.00000,3359.000,0,0,0,0,0,0,0,2268.000,0,0,2007.000,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
trail,23648838,484,2000,12208.00000,3359.000,0,0,0,0,0,0,0,2268.000,0,0,2007.000,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
cards,121094522,133,2000,12197.00000,3359.000,0,1332.000,1415.000,0,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,3528.000,0,0,0,0,0,0,0
clean,45381752,306,2000,12196.00000,3359.000,0,1332.000,0,3624.000,0,0,0,0,0,0,2007.000,0,1874.000,0,0,0,0,0,0,0,0,0,0,0,0
spent,29719451,430,2000,12194.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,0,1874.000,0,1157.000,0,0,3528.000,2011.000,0,0,0,0,0,0
modes,14131325,670,2000,12188.00000,0,0,0,1415.000,3624.000,0,0,0,0,0,0,0,1167.000,0,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
stand,46292709,299,2000,12187.00000,3359.000,0,0,1415.000,0,0,0,0,0,0,0,0,0,1874.000,0,0,0,0,3528.000,2011.000,0,0,0,0,0,0
spain,51553238,277,2000,12186.00000,3359.000,0,0,0,0,0,0,0,2268.000,0,0,0,0,1874.000,0,1157.000,0,0,3528.000,0,0,0,0,0,0,0
lands,13891179,684,2000,12183.00000,3359.000,0,0,1415.000,0,0,0,0,0,0,0,2007.000,0,1874.000,0,0,0,0,3528.000,0,0,0,0,0,0,0
roses,13584758,697,2000,12169.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,2454.000,0,0,2563.000,3528.000,0,0,0,0,0,0,0
metal,56181783,263,2000,12168.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,0,2007.000,1167.000,0,0,0,0,0,0,2011.000,0,0,0,0,0,0
after,372948094,15,2000,12159.00000,3359.000,0,0,0,3624.000,602.000,0,0,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
